# 2026-07-31T00:14:08-04:00 host=c29 ITERS=50 int32-guard patch of 268657-resume  PREPCSV,file,n,D,stage,variant,prep_host_ms,upload_ms,kernel_ms,amort_applies
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmv,didx_sym,1.283,0.414,0.005554,306
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmv,gopt,4.365,0.246,0.005354,861
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmv,cusparse_csr,3.548,0.793,0.017980,241
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmspm,ours_flat,0.326,0.120,0.055287,8
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmspm,hm_atomic,8.479,0.755,0.071351,129
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmspm,ours_sym,0.180,0.225,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmspm,ours_sym,0.180,0.225,0.030547,13
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmv,didx,6.605,0.506,0.006092,1167
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmv,didx_sym,2.545,0.920,0.006622,523
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmv,gopt,10.515,0.833,0.008860,1281
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmv,cusparse_csr,7.702,1.105,0.021624,407
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmspm,ours_flat,0.494,0.183,0.227887,3
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmspm,hm_atomic,29.270,1.225,0.347658,88
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmspm,ours_sym,0.256,0.237,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmspm,ours_sym,0.256,0.237,0.115978,4
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmv,didx,29.625,1.065,0.015928,1927
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmv,didx_sym,9.318,2.795,0.015017,807
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmv,gopt,38.392,1.925,0.031313,1288
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmv,cusparse_csr,54.515,2.161,0.035707,1587
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmspm,ours_flat,3.317,0.378,3.287931,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmspm,hm_atomic,326.696,3.435,5.819859,57
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmspm,ours_sym,1.264,0.828,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmspm,ours_sym,1.264,0.828,1.541988,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibc2h_16_1.txt,65536,14,spmv,didx,1.127,0.126,0.003823,328
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibc2h_16_1.txt,65536,14,spmv,didx_sym,0.509,0.230,0.004020,184
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibc2h_16_1.txt,65536,14,spmv,gopt,2.060,0.217,0.007783,293
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibc2h_16_1.txt,65536,14,spmv,cusparse_csr,1.004,0.518,0.014748,103
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibc2h_16_1.txt,65536,14,spmspm,ours_flat,0.110,0.107,0.034126,6
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibc2h_16_1.txt,65536,14,spmspm,hm_atomic,3.861,0.326,0.043614,96
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibc2h_16_1.txt,65536,14,spmspm,ours_sym,0.054,0.115,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibc2h_16_1.txt,65536,14,spmspm,ours_sym,0.054,0.115,0.020142,8
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmv,didx,4.121,0.571,0.005145,912
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmv,didx_sym,1.620,0.652,0.005688,399
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmv,gopt,5.546,0.399,0.006039,984
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmv,cusparse_csr,4.665,0.897,0.018434,302
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmspm,ours_flat,0.351,0.141,0.095336,5
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmspm,hm_atomic,13.068,0.824,0.127663,109
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmspm,ours_sym,0.202,0.159,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmspm,ours_sym,0.202,0.159,0.051143,7
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8_16_6.txt,65536,8979,spmv,didx,363.361,2.445,0.263489,1388
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8_16_6.txt,65536,8979,spmv,gopt,718.382,18.299,1.458802,505
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8_16_6.txt,65536,8979,spmv,cusparse_csr,1463.371,3.907,0.058470,25095
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8_16_6.txt,65536,8979,spmspm,ours_flat,7451.318,79.913,7318.865234,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8_16_6.txt,65536,8979,spmspm,ours_sym,1160.161,36.517,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8_16_6.txt,65536,8979,spmspm,ours_sym,1160.161,36.517,3649.300293,0
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/C2_18_7.txt,262144,10061,spmv,didx,1721.603,6.025,0.773821,2233
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/C2_18_7.txt,262144,10061,spmv,gopt,2547.749,49.807,1.305605,1990
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/C2_18_7.txt,262144,10061,spmv,cusparse_csr,7545.731,8.710,0.145910,51775
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,didx,9.051,0.608,0.008195,1179
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,didx_sym,3.867,1.447,0.008036,661
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,gopt,18.208,1.044,0.011654,1652
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,cusparse_csr,30.418,1.401,0.024066,1322
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_flat,0.944,0.283,0.733004,2
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,hm_atomic,94.003,1.763,1.235481,78
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_sym,0.424,0.416,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_sym,0.424,0.416,0.350916,2
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,didx,69.291,2.022,0.031066,2296
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,didx_sym,20.544,5.217,0.030807,836
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,gopt,87.838,3.318,0.043087,2116
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,cusparse_csr,119.494,3.627,0.058179,2116
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_flat,3.966,0.527,3.932216,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,hm_atomic,424.190,5.671,6.561196,66
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_sym,1.878,0.938,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_sym,1.878,0.938,1.939868,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,didx,12.154,0.365,0.006871,1822
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,didx_sym,4.802,1.466,0.006863,913
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,gopt,20.672,1.050,0.042341,513
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,cusparse_csr,23.707,0.968,0.021942,1125
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,ours_flat,8.625,0.423,3.368665,3
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,hm_atomic,241.053,2.029,5.469618,44
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,ours_sym,1.308,0.715,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,ours_sym,1.308,0.715,1.501923,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,didx,63.508,1.238,0.018704,3462
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,didx_sym,22.630,6.417,0.017370,1672
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,gopt,94.840,4.008,0.069548,1421
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,cusparse_csr,167.482,2.423,0.041203,4124
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,ours_flat,22.823,1.238,21.891855,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,hm_atomic,1409.214,7.934,38.950897,36
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,ours_sym,5.495,2.563,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,ours_sym,5.495,2.563,9.839173,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,didx,357.401,4.259,0.090499,3996
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,didx_sym,127.122,27.612,0.089344,1732
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,gopt,422.201,15.147,0.186463,2345
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,cusparse_csr,768.443,7.970,0.130131,5966
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmspm,ours_flat,107.016,4.291,121.556877,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmspm,ours_sym,43.269,25.984,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmspm,ours_sym,43.269,25.984,59.615379,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,didx,49.344,1.205,0.018636,2712
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,didx_sym,15.983,4.023,0.016471,1215
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,gopt,75.831,2.844,0.048764,1613
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,cusparse_csr,85.175,2.274,0.040932,2136
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,ours_flat,8.113,0.701,7.629704,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,hm_atomic,638.623,4.969,13.883456,46
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,ours_sym,2.369,1.324,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,ours_sym,2.369,1.324,3.877689,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,didx,17.261,0.592,0.008217,2173
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,didx_sym,7.253,2.323,0.008159,1174
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,gopt,34.120,1.415,0.016364,2172
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,cusparse_csr,34.719,1.187,0.024590,1460
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,ours_flat,2.693,0.299,2.638170,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,hm_atomic,245.798,2.876,4.638346,54
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,ours_sym,0.972,0.611,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,ours_sym,0.972,0.611,1.240972,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmv,didx,3.160,0.276,0.004812,714
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmv,didx_sym,1.250,0.412,0.005491,303
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmv,gopt,4.371,0.237,0.005305,869
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmv,cusparse_csr,3.243,0.676,0.017848,220
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmspm,ours_flat,0.307,0.113,0.055318,8
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmspm,hm_atomic,8.752,0.788,0.071487,133
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmspm,ours_sym,0.177,0.126,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmspm,ours_sym,0.177,0.126,0.030547,10
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmv,didx,6.663,0.417,0.006264,1130
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmv,didx_sym,2.348,0.765,0.006736,462
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmv,gopt,10.037,0.811,0.008964,1210
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmv,cusparse_csr,7.310,1.079,0.022145,379
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmspm,ours_flat,0.462,0.158,0.227949,3
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmspm,hm_atomic,27.606,1.427,0.347973,83
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmspm,ours_sym,0.235,0.175,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutK_18_4.txt,262144,19,spmspm,ours_sym,0.235,0.175,0.116104,4
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmv,didx,27.187,0.990,0.016197,1740
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmv,didx_sym,9.190,2.676,0.015089,786
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmv,gopt,37.902,1.850,0.031526,1261
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmv,cusparse_csr,53.182,1.982,0.036168,1525
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmspm,ours_flat,3.192,0.330,3.292701,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmspm,hm_atomic,327.187,3.190,5.819472,57
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmspm,ours_sym,1.166,0.750,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutC_18_4.txt,262144,73,spmspm,ours_sym,1.166,0.750,1.540696,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmv,didx,3.911,0.324,0.005126,826
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmv,didx_sym,1.461,0.498,0.005696,344
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmv,gopt,4.842,0.317,0.006021,857
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmv,cusparse_csr,4.249,0.854,0.018449,277
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmspm,ours_flat,0.345,0.151,0.095437,5
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmspm,hm_atomic,11.713,0.887,0.127747,99
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmspm,ours_sym,0.191,0.154,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,262144,12,spmspm,ours_sym,0.191,0.154,0.051180,7
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,didx,8.981,0.650,0.008264,1165
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,didx_sym,3.903,1.354,0.008049,653
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,gopt,16.647,0.993,0.011732,1504
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,cusparse_csr,28.001,1.320,0.024598,1192
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_flat,0.941,0.208,0.732072,2
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,hm_atomic,90.179,1.742,1.235843,74
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_sym,0.394,0.344,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_sym,0.394,0.344,0.354910,2
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,didx,67.724,2.192,0.030899,2263
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,didx_sym,19.129,5.478,0.030626,803
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,gopt,84.897,3.484,0.043006,2055
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,cusparse_csr,116.064,3.727,0.057889,2069
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_flat,3.928,0.492,3.943176,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,hm_atomic,438.252,6.091,6.576058,68
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_sym,1.891,0.972,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_sym,1.891,0.972,1.939366,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,didx,11.990,0.300,0.006719,1829
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,didx_sym,4.682,1.487,0.006714,919
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,gopt,19.257,1.067,0.042210,481
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,cusparse_csr,23.086,0.867,0.021529,1113
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,ours_flat,8.595,0.334,3.360024,3
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,hm_atomic,264.229,2.104,5.465087,49
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,ours_sym,1.280,0.639,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,ours_sym,1.280,0.639,1.503142,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,didx,59.940,1.112,0.018991,3215
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,didx_sym,26.440,6.128,0.017372,1875
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,gopt,93.528,3.978,0.069553,1402
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,cusparse_csr,142.228,2.356,0.041382,3494
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,ours_flat,22.685,1.143,21.745529,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,hm_atomic,1508.402,8.428,38.950005,39
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,ours_sym,5.549,2.547,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,ours_sym,5.549,2.547,9.855863,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,didx,398.228,4.939,0.090664,4447
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,didx_sym,143.313,28.665,0.089636,1919
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,gopt,446.734,15.993,0.186691,2479
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,cusparse_csr,781.143,8.379,0.130388,6055
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmspm,ours_flat,112.124,4.778,121.566406,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmspm,ours_sym,44.623,25.864,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmspm,ours_sym,44.623,25.864,59.589527,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,didx,54.345,1.392,0.018591,2998
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,didx_sym,19.617,4.207,0.016438,1449
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,gopt,81.267,2.933,0.048722,1728
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,cusparse_csr,89.627,2.411,0.040905,2250
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,ours_flat,8.191,0.734,7.606401,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,hm_atomic,657.840,5.191,13.876649,48
