# 2026-08-01T04:47:55-04:00 ablation gap runs (fixed sym kernel, HM int32 guard)  SPABL,file,n,Hd,nnzC,L0_hm,L1_meta,L2_flat1,L3_flat4,L4_sym,s1,s2,s3,s4,relerr
SPABL,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,5108440242,-1.000000,48.707199,64.784470,45.359474,22.290247,-1.0000,-1.0000,-1.0000,-1.0000,6.10e-05
SPABL,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_20_5.txt,1048576,39,650379250,7.319353,4.881435,7.129641,4.411957,2.170337,1.4994,1.0266,1.6590,3.3724,0.00e+00
SPABL,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_20_6.txt,1048576,39,650379250,7.320864,4.880932,7.129389,4.413179,2.171951,1.4999,1.0269,1.6589,3.3706,0.00e+00
SPABL,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,1048576,41,687341554,7.731180,5.229134,7.573800,4.758766,2.341097,1.4785,1.0208,1.6246,3.3024,0.00e+00
SPABL,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,999999,7,18979985,0.213391,0.132144,0.199062,0.123386,0.067180,1.6148,1.0720,1.7295,3.1764,1.53e-05
SPABL,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,1270432,7,31452658,0.303837,0.205037,0.312373,0.187730,0.097287,1.4819,0.9727,1.6185,3.1231,3.76e+06
SPABL,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,256000,7,6309594,0.046515,0.034854,0.050185,0.035668,0.021096,1.3346,0.9269,1.3041,2.2049,6.25e-02
