# 2026-08-02T20:27:09-04:00 A100 ENERGY sweep: ENERGYRAW,J_net,avg_W,idle_W,iters then the variant row it belongs to
== energy BH_20_7 ==
ENERGYRAW,1.398456e+00,140.7,93.2,203
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_16_7.txt,65536,99,3023,166182066,diaq_fp32,29.507483,3.052e-05
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_16_7.txt,65536,99,3023,166182066,cusparse_spgemm,9.883136,-1.000e+00
== energy bhc_18_7 ==
ENERGYRAW,6.000200e-03,264.7,80.7,182251
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,spmv,didx,91.183,2.727,0.032922,2853
ENERGYRAW,7.152163e-03,296.0,80.7,180011
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,spmv,didx_sym,34.036,8.367,0.033331,1272
ENERGYRAW,1.001553e-02,226.2,80.7,86934
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,spmv,gopt,87.198,5.701,0.069018,1346
ENERGYRAW,1.109442e-02,256.4,80.7,94429
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,spmv,cusparse_csr,135.795,4.517,0.063539,2208
ENERGYRAW,2.693178e+00,290.5,80.7,467
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,spmspm,ours_flat,18.938,1.183,12.831949,2
ENERGYRAW,4.889419e+00,263.0,80.7,223
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,spmspm,hm_atomic,371.902,10.436,26.820965,14
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,spmspm,ours_sym,4.221,5.965,-1.000000,-1
ENERGYRAW,1.295869e+00,293.9,80.7,986
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,spmspm,ours_sym,4.221,5.965,6.084044,2
ENERGYRAW,2.551664e+00,286.4,87.5,467
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,4111,930782386,ours_flat,12.830412,0.000e+00
ENERGYRAW,1.260055e+00,294.8,87.5,987
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,4111,930782386,ours_sym,6.076826,7.629e-06
ENERGYRAW,4.635966e+00,260.6,87.5,224
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,4111,930782386,hm_atomic,26.785177,3.052e-05
ENERGYRAW,8.215342e+00,140.7,87.5,39
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,4111,930782386,diaq_fp32,153.659637,3.052e-05
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhc_18_7.txt,262144,112,4111,930782386,cusparse_spgemm,23.837290,-1.000e+00
== energy bhD1_18_7 ==
ENERGYRAW,6.005857e-03,264.1,79.7,182251
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,didx,91.749,2.763,0.032922,2871
ENERGYRAW,7.034335e-03,292.3,79.7,180288
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,didx_sym,34.187,8.497,0.033280,1283
ENERGYRAW,9.950489e-03,222.1,79.7,85227
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,gopt,88.523,5.752,0.070400,1339
ENERGYRAW,1.096839e-02,254.7,79.7,95197
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,cusparse_csr,133.486,4.569,0.063027,2190
ENERGYRAW,2.643094e+00,285.6,79.7,467
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,ours_flat,18.941,1.162,12.834253,2
ENERGYRAW,4.770303e+00,257.6,79.7,223
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,hm_atomic,373.214,10.572,26.816357,14
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,ours_sym,4.236,6.462,-1.000000,-1
ENERGYRAW,1.273827e+00,289.3,79.7,986
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,ours_sym,4.236,6.462,6.084710,2
ENERGYRAW,2.506465e+00,285.0,89.7,467
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,4111,930782386,ours_flat,12.831284,0.000e+00
ENERGYRAW,1.241898e+00,294.1,89.7,987
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,4111,930782386,ours_sym,6.077287,7.629e-06
ENERGYRAW,4.515084e+00,258.3,89.7,224
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,4111,930782386,hm_atomic,26.784409,3.052e-05
ENERGYRAW,8.007216e+00,141.7,89.7,38
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,4111,930782386,diaq_fp32,153.953995,3.052e-05
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,4111,930782386,cusparse_spgemm,23.791039,-1.000e+00
== energy C2c_18_4 ==
ENERGYRAW,1.392918e-01,182.2,74.4,4645
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/C2c_18_4.txt,262144,9971,spmv,didx,3185.289,12.986,1.291674,2476
ENERGYRAW,2.430353e-01,210.0,74.4,3349
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/C2c_18_4.txt,262144,9971,spmv,gopt,3553.285,107.658,1.791334,2044
ENERGYRAW,5.193499e-02,293.9,74.4,27202
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/C2c_18_4.txt,262144,9971,spmv,cusparse_csr,8626.801,17.896,0.220570,39193
== energy fermi_16_5 ==
ENERGYRAW,3.599621e-04,129.4,68.3,976562
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,spmv,didx,4.372,0.420,0.006144,780
ENERGYRAW,4.609082e-04,145.6,68.3,976562
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,spmv,didx_sym,2.191,0.747,0.006144,478
ENERGYRAW,4.306196e-04,111.1,68.3,583022
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,spmv,gopt,5.406,0.665,0.010291,590
ENERGYRAW,7.755089e-04,106.7,68.3,295182
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,spmv,cusparse_csr,10.309,0.995,0.020326,556
ENERGYRAW,3.925065e-02,279.0,68.3,32106
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,spmspm,ours_flat,0.660,0.252,0.186880,5
ENERGYRAW,7.131812e-02,286.6,68.3,18396
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,spmspm,hm_atomic,9.534,1.431,0.326144,34
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,spmspm,ours_sym,0.178,1.968,-1.000000,-1
ENERGYRAW,2.102200e-02,291.9,68.3,63654
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,spmspm,ours_sym,0.178,1.968,0.094259,23
ENERGYRAW,3.829518e-02,284.9,79.3,32132
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,353,21513010,ours_flat,0.186726,0.000e+00
ENERGYRAW,2.001201e-02,292.5,79.3,63688
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,353,21513010,ours_sym,0.094208,0.000e+00
ENERGYRAW,6.858788e-02,289.3,79.3,18405
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,353,21513010,hm_atomic,0.325990,0.000e+00
ENERGYRAW,1.809303e-01,107.0,79.3,919
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,353,21513010,diaq_fp32,6.524160,0.000e+00
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_16_5.txt,65536,29,353,21513010,cusparse_spgemm,9.813216,-1.000e+00
== energy fermi_18_5 ==
ENERGYRAW,1.564986e-03,209.1,78.6,490324
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,didx,16.949,1.300,0.012237,1491
ENERGYRAW,1.979186e-03,246.2,78.6,500801
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,didx_sym,9.431,3.132,0.011981,1049
ENERGYRAW,1.498027e-03,190.1,78.6,438904
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,gopt,20.845,2.171,0.013670,1684
ENERGYRAW,3.134028e-03,166.3,78.6,166459
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,cusparse_csr,43.853,2.428,0.036045,1284
ENERGYRAW,2.401374e-01,279.8,78.6,5023
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_flat,1.756,0.456,1.194445,2
ENERGYRAW,4.530553e-01,259.1,78.6,2390
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,hm_atomic,49.307,3.751,2.509670,21
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_sym,0.779,2.816,-1.000000,-1
ENERGYRAW,1.159503e-01,286.5,78.6,10735
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_sym,0.779,2.816,0.558899,6
ENERGYRAW,2.294640e-01,279.9,87.7,5023
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,465,114362994,ours_flat,1.194291,0.000e+00
ENERGYRAW,1.110547e-01,286.9,87.7,10751
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,465,114362994,ours_sym,0.558080,0.000e+00
ENERGYRAW,4.354675e-01,261.2,87.7,2391
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,465,114362994,hm_atomic,2.508749,0.000e+00
ENERGYRAW,7.440500e-01,109.1,87.7,173
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,465,114362994,diaq_fp32,34.654976,0.000e+00
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,465,114362994,cusparse_spgemm,10.379403,-1.000e+00
== energy fermi_20_5 ==
ENERGYRAW,1.171952e-02,287.8,80.1,106922
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,didx,118.920,4.789,0.056115,2205
ENERGYRAW,1.175421e-02,297.3,80.1,112356
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,didx_sym,45.192,11.619,0.053402,1064
ENERGYRAW,1.317832e-02,248.8,80.1,76244
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,gopt,96.022,7.112,0.078694,1311
ENERGYRAW,1.894327e-02,295.8,80.1,68251
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,cusparse_csr,199.900,7.451,0.087910,2359
ENERGYRAW,1.334169e+00,294.6,80.1,964
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_flat,7.502,0.873,6.218701,1
ENERGYRAW,2.317770e+00,261.9,80.1,470
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,hm_atomic,250.651,12.950,12.752538,21
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_sym,3.815,4.129,-1.000000,-1
ENERGYRAW,6.809773e-01,297.9,80.1,1914
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_sym,3.815,4.129,3.134618,3
ENERGYRAW,1.201132e+00,288.8,95.7,964
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,593,587472114,ours_flat,6.222592,0.000e+00
ENERGYRAW,6.298951e-01,297.1,95.7,1917
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,593,587472114,ours_sym,3.128320,0.000e+00
ENERGYRAW,2.113713e+00,261.1,95.7,469
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,593,587472114,hm_atomic,12.778240,0.000e+00
ENERGYRAW,2.630473e+00,109.3,95.7,32
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,593,587472114,diaq_fp32,193.577225,0.000e+00
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,593,587472114,cusparse_spgemm,16.045023,-1.000e+00
== energy fermiFH_18_4 ==
ENERGYRAW,1.478914e-03,206.1,79.5,502950
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,didx,31.957,1.251,0.011930,2784
ENERGYRAW,1.983469e-03,250.4,79.5,507305
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,didx_sym,16.577,5.390,0.011827,1857
ENERGYRAW,4.181663e-03,204.4,79.5,173868
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,gopt,37.529,3.023,0.034509,1175
ENERGYRAW,2.782796e-03,159.9,79.5,172334
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,cusparse_csr,52.734,2.255,0.034816,1579
ENERGYRAW,8.813857e-01,280.2,79.5,1366
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,ours_flat,5.410,0.672,4.391987,1
ENERGYRAW,1.592279e+00,253.3,79.5,654
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,hm_atomic,150.918,6.201,9.162803,17
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,ours_sym,1.878,3.726,-1.000000,-1
ENERGYRAW,4.306666e-01,286.1,79.5,2873
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,ours_sym,1.878,3.726,2.088243,3
ENERGYRAW,8.123220e-01,278.6,93.7,1365
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,1549,366904380,ours_flat,4.393062,0.000e+00
ENERGYRAW,4.049350e-01,287.9,93.7,2876
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,1549,366904380,ours_sym,2.085888,0.000e+00
ENERGYRAW,1.471565e+00,254.3,93.7,655
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,1549,366904380,hm_atomic,9.157888,0.000e+00
ENERGYRAW,2.302682e+00,123.9,93.7,78
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,1549,366904380,diaq_fp32,75.968056,0.000e+00
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,1549,366904380,cusparse_spgemm,10.758431,-1.000e+00
== energy H8c_16_4 ==
ENERGYRAW,4.844361e-02,154.6,77.0,9607
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8c_16_4.txt,65536,8887,spmv,didx,647.301,5.196,0.624486,1045
ENERGYRAW,9.405226e-02,133.0,77.0,3572
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8c_16_4.txt,65536,8887,spmv,gopt,772.873,37.373,1.679360,482
ENERGYRAW,2.028188e-02,292.6,77.0,64959
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8c_16_4.txt,65536,8887,spmv,cusparse_csr,1557.891,7.004,0.092365,16943
ENERGYRAW,2.804079e+03,290.8,77.0,32
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8c_16_4.txt,65536,8887,spmspm,ours_flat,11956.146,153.996,13117.326172,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8c_16_4.txt,65536,8887,spmspm,ours_sym,1174.254,81.429,-1.000000,-1
ENERGYRAW,1.437276e+03,292.0,77.0,32
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8c_16_4.txt,65536,8887,spmspm,ours_sym,1174.254,81.429,6685.070312,0
ENERGYRAW,2.623800e+03,292.3,92.2,32
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8c_16_4.txt,65536,8887,65535,2147483648,ours_flat,13117.400391,0.000e+00
ENERGYRAW,1.339810e+03,292.7,92.2,32
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/H8c_16_4.txt,65536,8887,65535,2147483648,ours_sym,6685.204590,6.104e-05
== energy heis_16_5 ==
ENERGYRAW,3.998639e-04,148.0,80.9,976562
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,spmv,didx,4.638,3.899,0.006144,1389
ENERGYRAW,4.915155e-04,161.8,80.9,952743
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,spmv,didx_sym,2.191,0.788,0.006298,473
ENERGYRAW,4.458261e-04,123.2,80.9,558035
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,spmv,gopt,5.713,0.695,0.010752,596
ENERGYRAW,7.768563e-04,118.5,80.9,287224
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,spmv,cusparse_csr,10.603,0.986,0.020890,555
ENERGYRAW,4.403199e-02,288.2,80.9,28170
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,spmspm,ours_flat,0.587,0.259,0.212992,4
ENERGYRAW,7.983148e-02,291.9,80.9,15840
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,spmspm,hm_atomic,10.476,1.598,0.378778,32
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,spmspm,ours_sym,0.189,2.105,-1.000000,-1
ENERGYRAW,2.321729e-02,299.1,80.9,56286
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,spmspm,ours_sym,0.189,2.105,0.106598,22
ENERGYRAW,4.502300e-02,294.0,82.2,28272
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,399,24395762,ours_flat,0.212224,0.000e+00
ENERGYRAW,2.275226e-02,295.2,82.2,56286
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,399,24395762,ours_sym,0.106598,0.000e+00
ENERGYRAW,8.162452e-02,296.5,82.2,15744
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,399,24395762,hm_atomic,0.381082,0.000e+00
ENERGYRAW,2.018030e-01,111.9,82.2,882
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,399,24395762,diaq_fp32,6.798336,0.000e+00
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_16_5.txt,65536,31,399,24395762,cusparse_spgemm,9.813365,-1.000e+00
== energy heis_18_5 ==
ENERGYRAW,1.692868e-03,218.8,80.6,482253
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_18_5.txt,262144,35,spmv,didx,21.010,1.406,0.012442,1802
ENERGYRAW,2.052536e-03,251.4,80.6,488281
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_18_5.txt,262144,35,spmv,didx_sym,10.079,3.319,0.012288,1090
ENERGYRAW,1.675171e-03,187.9,80.6,372023
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_18_5.txt,262144,35,spmv,gopt,22.301,2.375,0.016128,1530
ENERGYRAW,3.263433e-03,171.6,80.6,166223
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_18_5.txt,262144,35,spmv,cusparse_csr,60.611,2.547,0.036096,1750
ENERGYRAW,2.664078e-01,278.2,80.6,4446
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_18_5.txt,262144,35,spmspm,ours_flat,1.938,0.473,1.349376,2
ENERGYRAW,4.980794e-01,256.3,80.6,2116
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_18_5.txt,262144,35,spmspm,hm_atomic,55.425,3.952,2.835405,21
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_18_5.txt,262144,35,spmspm,ours_sym,0.792,2.909,-1.000000,-1
ENERGYRAW,1.295607e-01,286.3,80.6,9502
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_18_5.txt,262144,35,spmspm,ours_sym,0.792,2.909,0.631398,6
ENERGYRAW,2.581674e-01,277.8,86.3,4447
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_18_5.txt,262144,35,519,127991794,ours_flat,1.349120,0.000e+00
ENERGYRAW,1.281356e-01,290.0,86.3,9523
SPMSPMCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/heis_18_5.txt,262144,35,519,127991794,ours_sym,0.630016,0.000e+00
ENERGYRAW,5.000857e-01,262.7,86.3,2115
